ID,Term,Topic #1,Topic #2,Topic #3,Topic #4,Synonym #1,Synonym #2,Synonym #3,Synonym #4,Synonym #5,Synonym #6,Synonym #7,Synonym #8,Synonym #9,Synonym #10,Synonym #11,Synonym #12,Definition #1,Definition #2,Definition #3,Definition #4
6428,ecotoxicity,Chemicals and Waste,,,,,,,,,,,,,,,,"Ecotoxicity, the subject of study of the field of ecotoxiology, refers to the potential for biological, chemical or physical stressors to affect ecosystems. Such stressors might occur in the natural environment at densities, concentrations or levels high enough to disrupt the natural biochemistry, physiology, behaviour and interactions of the living organisms that comprise the ecosystem. (Source: R. Truhaut, Eco-Toxicology - Objectives, Principles and Perspectives in: Ecotoxicology and Environmental Safety Vol. 1(2) p 151-173)",Quality of some substances or preparations which present or may present immediate or delayed risks for one or more sectors of the environment. (Source: GEMET/GRAHAW),,
6535,poisoning,Chemicals and Waste,,,,,,,,,,,,,,,,"The morbid condition produced by a poison which may be swallowed, inhaled, injected, or absorbed through the skin. (Source: GEMET/Koren)",,,
6495,radioactive contamination,Chemicals and Waste,,,,nuclear damage,radioactive pollution,,,,,,,,,,,"The contamination of a substance, living organism or site with radioactive material. (Source: GEMET/FLGISA)",,,
6416,health,Environmental Governance,,,,human health,health risk,health impact,,,,,,,,,,A state of dynamic equilibrium between an organism and its environment in which all functions of mind and body are normal. (Source: GEMET/MGH),,,
6298,animal health,Land and Agriculture,,,,animal right,animal welfare,vetinary medicine,,,,,,,,,,"Animal welfare is the well-being of animals. (...)These standards are under constant review and are debated, created and revised by animal welfare groups, legislators and academics worldwide. Concerns about animal welfare can include how animals are transported and slaughtered for food, how they are used in scientific research, how they are kept (as pets, in zoos, farms, circuses, etc.). (Source: Wikipedia)",,,
6297,public health,Environmental Governance,,,,national health,health sector,health service,health care,human health,,,,,,,,"A state of dynamic equilibrium between an organism and its environment in which all functions of mind and body are normal. (Source: GEMET/MGH). The concept comprises also the the discipline in health science that, at the level of the community or the public, aims at promoting prevention of disease, sanitary living, laws, practices and a healthier environment. (Source: GEMET/GUNN), and concentrates on human health issues.",,,
5975,hunting,Biological diversity,,,,trapping,taking,,,,,,,,,,,"Depending on the point of view hunting can be 1) a necessary component of wildlife management, that maintains a population of healthy animals within an environment's ecological carrying capacity (i.e. hunting of animals that threaten the habitat or other animals) (Source: drafted); 2) the pursuit and killing or capture of wild animals, regarded as a sport. (Source: GEMET/CED)] that has contributed to the endangerment and extinction of animals.","To harass, harm, pursue, hunt, shoot, wound, kill trap, capture, or collect an endangered animal, or to attempt to engage in any such conduct, as well as to interfere with vital breeding and behavioural activities of degrade critical habitat. (Source: AMM draft based on US ESA)",,
6249,incidental taking,Biological diversity,,,,,,,,,,,,,,,,"An incidental take is a take (that is  to harass, harm, pursue, hunt, shoot, wound, kill, trap, capture, or collect, or to attempt to engage in any such conduct) that results from activities that are otherwise lawful (Source: draft based on Endangered Species Act, USA). The concepts also refers to migratory birds, their nests and eggs that can be inadvertently harmed or disturbed as a result of many activities (such as clearing trees and other vegetation, draining or flooding land, or using fishing gear), which can have long-term consequences for migratory bird populations. (Source: drafted from Environment Canada)",,,
6104,implementation,Environmental Governance,,,,transposal,national implementation,,,,,,,,,,,"'Implementation' means enacting and promulgating relevant laws, regulations, policies, and other measures and initiatives necessary for Parties to meet their obligations under an MEA (Source: Manual on Compliance with and Enforcement of MEA, Chapter I, 2006)",,,
6157,indigenous peoples,Environmental Governance,,,,local community,,,,,,,,,,,,"Considering the diversity of indigenous peoples, an official definition of 'indigenous' has not been adopted by any UN-system body. For practical purposes the commonly accepted understanding of the term is that provided in the Jose R. Martinez Cobo's study on the Problem of Discrimination against Indigenous Populations]: unique traditions, they retain social, cultural, economic and political characteristics that are distinct from those of the dominant societies in which they live. They strive for recognition of their identities, their ways of life and their right to traditional lands, territories and natural resources but lack of political representation and participation especially related to the protection of their rights. (UN fact sheet)",,,
6099,indigenous knowledge,Environmental Governance,,,,indigenous practice,traditional knowledge,traditional practice,,,,,,,,,,"Local knowledge that is unique to a given culture or society, which is the basis for local-level decision making in agriculture, health care, education and other matters of concern in rural communities. (Source:GEMET/ WIK)",,,
6001,traditional medicine,Biological diversity,,,,,,,,,,,,,,,,A system of treating and healing maladies based on cultural beliefs and practices handed down from generation to generation. (Source: GEMET/FIT),,,
6519,infrastructure,Environmental Governance,,,,road,railway,infrastructure development,,,,,,,,,,"Infrastructure refers to the basic network of capital facilities or community investments which are necessary to serving a country, city, or area, including services and facilities necessary for its economy to function. It typically characterizes technical structures  such as roads, bridges, tunnels, water supply, sewers, electrical grids, telecommunications et. al (...), essential to enable, sustain, or enhance societal living conditions. (Source: GEMET/Wikipedia), and as such can be an (adverse) anthropogenic impact on the environment.",,,
6544,green infrastructure,Environmental Governance,,,,blue-green infrastructure,,,,,,,,,,,,"1) Green Infrastructure [...] is a network providing the ?ingredients? for solving urban and climatic challenges by building with nature (including  stormwater management, climate adaptation, less heat stress, more biodiversity, food production, better air quality, sustainable energy production, clean water and healthy soils, [...] increased quality of life through recreation and providing shade and shelter in and around towns and cities.2) Green infrastructure also serves to provide an ecological framework for social, economic and environmental health of the surroundings.3) Green Infrastructure is considered a subset of sustainable and resilient infrastructure (in context of renewable energy infrastructure, 'low carbon infrastructure' in context of public transport) 4) A strategically planned, spatially coherent network, composed of , e.g. protected areas, ecological networks (sustainably managed forests, farmlands, wetlands, waterbodies, water courses), parks and urban green areas. (Source: various meanings compiled from Wikipedia and Carpathian Convention website)",,,
